,title,source,Category,author,url,published
258,When Alexa met Sandra: Kristen Wiig stars in new podcast drama     - CNET,CNET,Technologie,Gael Fashingbauer Cooper,https://www.cnet.com/news/alexa-meet-sandra-kristen-wiig-stars-in-new-podcast-drama-ethan-hawke-gimlet-media/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=0, tm_sec=17, tm_wday=2, tm_yday=108, tm_isdst=0)"
259,Get a Nest Thermostat E for $109.99     - CNET,CNET,Technologie,Rick Broida,https://www.cnet.com/news/get-a-nest-thermostat-e-for-109-99/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=12, tm_min=41, tm_sec=34, tm_wday=2, tm_yday=108, tm_isdst=0)"
260,Westworld twists were hidden in Futureworld all along     - CNET,CNET,Technologie,Richard Trenholm,https://www.cnet.com/news/westworld-twists-were-hidden-in-futureworld-all-along-hbo/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=12, tm_min=0, tm_sec=26, tm_wday=2, tm_yday=108, tm_isdst=0)"
261,The making of Mark Zuckerberg     - CNET,CNET,Technologie,Richard Nieva,https://www.cnet.com/features/citizen-zuck-the-making-of-facebook-mark-zuckerberg/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=12, tm_min=0, tm_sec=23, tm_wday=2, tm_yday=108, tm_isdst=0)"
262,Amazon and Best Buy team up to sell smart TVs     - CNET,CNET,Technologie,Ben Fox Rubin,https://www.cnet.com/news/amazon-and-best-buy-team-up-to-sell-smart-tvs/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=19, tm_sec=34, tm_wday=2, tm_yday=108, tm_isdst=0)"
263,Facebook to follow strict new European privacy law -- everywhere     - CNET,CNET,Technologie,Katie Collins,https://www.cnet.com/news/facebook-agrees-to-follow-gdpr-strict-new-european-privacy-law/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=12, tm_min=24, tm_sec=31, tm_wday=2, tm_yday=108, tm_isdst=0)"
264,Women and minorities headline at OurSA security conference     - CNET,CNET,Technologie,Laura Hautala,https://www.cnet.com/news/women-and-minorities-headline-at-oursa-conference/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=7, tm_min=42, tm_sec=28, tm_wday=2, tm_yday=108, tm_isdst=0)"
265,"ZTE may lose Android licensing from Google, report says     - CNET",CNET,Technologie,Daniel Van Boom,https://www.cnet.com/news/zte-may-lose-android-licensing-from-google-report-says/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=12, tm_min=29, tm_sec=32, tm_wday=2, tm_yday=108, tm_isdst=0)"
266,IRS gives taxpayers one-day extension after payment site crashes     - CNET,CNET,Technologie,David Katzmaier,https://www.cnet.com/news/irs-gives-taxpayers-one-day-extension-after-payment-site-crashes/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=0, tm_min=47, tm_sec=30, tm_wday=2, tm_yday=108, tm_isdst=0)"
267,Sketch of thug who threatened Stormy Daniels looks like Tom Brady     - CNET,CNET,Technologie,Gael Fashingbauer Cooper,https://www.cnet.com/news/stormy-daniels-sketch-looks-like-tom-brady-mark-hamill-willem-dafoe/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=23, tm_min=34, tm_sec=43, tm_wday=1, tm_yday=107, tm_isdst=0)"
268,Cambridge Analytica reportedly planned a cryptocurrency     - CNET,CNET,Technologie,Steven Musil,https://www.cnet.com/news/cambridge-analytica-reportedly-planned-virtual-currency/#ftag=CAD590a51e,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=1, tm_min=45, tm_sec=23, tm_wday=2, tm_yday=108, tm_isdst=0)"
269,MoviePass Auditor Raises Substantial Doubt About Subscription Business,Variety,Entertainment,varietybrentlang,http://variety.com/2018/film/news/moviepass-mitch-lowe-1202756923/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=14, tm_sec=20, tm_wday=2, tm_yday=108, tm_isdst=0)"
270,Shonda Rhimes on Whats Left For Olivia Pope in Scandal Finale,Variety,Entertainment,Kirsten Chuba,http://variety.com/2018/tv/news/shonda-rhimes-left-olivia-pope-scandal-finale-1202754849/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=0, tm_sec=56, tm_wday=2, tm_yday=108, tm_isdst=0)"
271,Alien: Descent Location-Based VR Experience Coming to Southern California Mall,Variety,Entertainment,Janko Rottgers,http://variety.com/2018/digital/news/alien-descent-vr-foxnext-1202756431/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=0, tm_sec=55, tm_wday=2, tm_yday=108, tm_isdst=0)"
272,Congress Is Poised to Modernize Music Copyright (Guest Column),Variety,Entertainment,Jem Aswad,http://variety.com/2018/biz/news/congress-music-copyright-judy-chu-doug-collins-1202756699/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=0, tm_sec=3, tm_wday=2, tm_yday=108, tm_isdst=0)"
273,Doom Soundtrack Goes Vinyl This Summer,Variety,Entertainment,Brian Crecente,http://variety.com/2018/gaming/news/doom-viny-1202756907/,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=0, tm_sec=1, tm_wday=2, tm_yday=108, tm_isdst=0)"
274,Japanese e-commerce giant Rakuten struggles to retake the lead from Amazon,Economist,Buisness,None,https://www.economist.com/news/business/21740457-building-countrys-fourth-mobile-network-may-be-start-its-fight-back-japanese?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=14, tm_min=54, tm_sec=49, tm_wday=3, tm_yday=102, tm_isdst=0)"
275,British law firms seek similar across the pond,Economist,Buisness,None,https://www.economist.com/news/business/21740421-america-holds-key-higher-profits-better-pay-british-law-firms-seek-similar-across?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=14, tm_min=54, tm_sec=45, tm_wday=3, tm_yday=102, tm_isdst=0)"
276,Americas chemicals industry is booming. But politics may get in its way,Economist,Buisness,None,https://www.economist.com/news/business/21740433-it-one-americas-largest-export-sectors-it-will-suffer-trade-war-americas?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=14, tm_min=54, tm_sec=45, tm_wday=3, tm_yday=102, tm_isdst=0)"
277,The departure of the VW boss heralds a big shake-up,Economist,Buisness,None,https://www.economist.com/news/business/21740435-carmaker-has-recovered-dieselgate-investors-want-more-cost-cutting-departure?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=14, tm_min=54, tm_sec=45, tm_wday=3, tm_yday=102, tm_isdst=0)"
278,Upstart meal-kit companies may need a new recipe for growth,Economist,Buisness,None,https://www.economist.com/news/business/21740450-competition-supermarket-chains-eating-their-profits-upstart-meal-kit-companies-may?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=14, tm_min=54, tm_sec=45, tm_wday=3, tm_yday=102, tm_isdst=0)"
279,The shipping industry attempts to cap carbon emissions,Economist,Buisness,None,https://www.economist.com/news/business/21740451-some-countriesand-companiesare-fighting-green-tide-shipping-industry-attempts-cap?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=14, tm_min=54, tm_sec=45, tm_wday=3, tm_yday=102, tm_isdst=0)"
280,Kinder Morgans attempt to build a pipeline reflects badly on Canada,Economist,Buisness,None,https://www.economist.com/news/business/21740453-it-latest-string-flops-could-deter-foreign-investors-kinder-morgans-attempt?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=14, tm_min=54, tm_sec=45, tm_wday=3, tm_yday=102, tm_isdst=0)"
281,Tesla is heading for a cash crunch,Economist,Buisness,None,https://www.economist.com/news/business/21739981-road-ahead-elon-musks-car-company-looking-more-perilous-tesla-heading-cash?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=5, tm_hour=14, tm_min=51, tm_sec=20, tm_wday=3, tm_yday=95, tm_isdst=0)"
282,Viacom rejects a merger with CBS,Economist,Buisness,None,https://www.economist.com/news/business/21739987-rising-tensions-time-media-consolidation-viacom-rejects-merger-cbs?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=5, tm_hour=14, tm_min=51, tm_sec=20, tm_wday=3, tm_yday=95, tm_isdst=0)"
283,Takeda eyes up Shire,Economist,Buisness,None,https://www.economist.com/news/business/21740007-japans-biggest-drugmaker-weighing-record-purchase-takeda-eyes-up-shire?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=5, tm_hour=14, tm_min=51, tm_sec=20, tm_wday=3, tm_yday=95, tm_isdst=0)"
284,Online retailers go offline in China,Economist,Buisness,None,https://www.economist.com/news/business/21740008-and-two-biggest-internet-firms-are-slugging-it-out-online-retailers-go-offline-china?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=5, tm_hour=14, tm_min=51, tm_sec=20, tm_wday=3, tm_yday=95, tm_isdst=0)"
285,Chinese carriers are the new disrupters in air travel,Economist,Buisness,None,https://www.economist.com/news/business/21740010-they-are-not-invincible-chinese-carriers-are-new-disrupters-air-travel?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=5, tm_hour=14, tm_min=51, tm_sec=20, tm_wday=3, tm_yday=95, tm_isdst=0)"
286,TSMC is about to become the worlds most advanced chipmaker,Economist,Buisness,None,https://www.economist.com/news/business/21740012-intel-pushed-second-place-taiwanese-rival-tsmc-about-become-worlds-most?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=5, tm_hour=14, tm_min=51, tm_sec=20, tm_wday=3, tm_yday=95, tm_isdst=0)"
287,"Subscribers are the new, new thing in business",Economist,Buisness,None,https://www.economist.com/news/business/21739944-companies-face-fresh-set-difficulties-locking-their-customers?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=5, tm_hour=14, tm_min=51, tm_sec=19, tm_wday=3, tm_yday=95, tm_isdst=0)"
288,Europes tough new data-protection law,Economist,Buisness,None,https://www.economist.com/news/business/21739985-complying-will-be-hard-businesses-it-will-bring-benefits-too-europes-tough-new?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=5, tm_hour=9, tm_min=33, tm_sec=16, tm_wday=3, tm_yday=95, tm_isdst=0)"
289,Technology has upended the worlds advertising giants,Economist,Buisness,None,https://www.economist.com/news/business/21739758-advertising-agencies-are-under-pressure-change-archaic-and-inefficient-elements-their?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=28, tm_hour=15, tm_min=36, tm_sec=9, tm_wday=2, tm_yday=87, tm_isdst=0)"
290,Mexico switches on its government-run wholesale mobile network,Economist,Buisness,None,https://www.economist.com/news/business/21739763-idea-nationalised-5g-networks-spreading-mexico-switches-its-government-run?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=28, tm_hour=15, tm_min=36, tm_sec=9, tm_wday=2, tm_yday=87, tm_isdst=0)"
291,Uber makes a tactical retreat from South-East Asia,Economist,Buisness,None,https://www.economist.com/news/business/21739764-companys-deal-grab-shows-influence-its-biggest-shareholder-softbank-vision?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=28, tm_hour=15, tm_min=36, tm_sec=9, tm_wday=2, tm_yday=87, tm_isdst=0)"
292,A long overdue disruption in menstrual products,Economist,Buisness,None,https://www.economist.com/news/business/21739765-ninety-years-tampon-women-are-getting-more-choice-long-overdue-disruption?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=28, tm_hour=15, tm_min=36, tm_sec=9, tm_wday=2, tm_yday=87, tm_isdst=0)"
293,Royal Dutch Shell and Total flirt with becoming utilities,Economist,Buisness,None,https://www.economist.com/news/business/21739767-it-looks-shrinkage-small-starts-may-mask-big-ambitions-royal-dutch-shell-and-total?fsrc=rss%7Cbus,"time.struct_time(tm_year=2018, tm_mon=3, tm_mday=28, tm_hour=15, tm_min=36, tm_sec=9, tm_wday=2, tm_yday=87, tm_isdst=0)"
294,How a cracked fan blade (probably) ended a decade of no US air travel fatalities,MITTechReview,Technologie,Sean Gallagher,https://arstechnica.com/?p=1294807,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=40, tm_sec=39, tm_wday=2, tm_yday=108, tm_isdst=0)"
295,"In effort to shut down Telegram, Russia blocks Amazon, Google network addresses",MITTechReview,Technologie,Sean Gallagher,https://arstechnica.com/?p=1294703,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=20, tm_min=35, tm_sec=53, tm_wday=1, tm_yday=107, tm_isdst=0)"
296,IRS E-File system crashes on Tax Day [Updated],MITTechReview,Technologie,Sean Gallagher,https://arstechnica.com/?p=1294573,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=18, tm_min=35, tm_sec=12, tm_wday=1, tm_yday=107, tm_isdst=0)"
297,T-Mobile deceived customers with false ring tones on failed phone calls,MITTechReview,Technologie,Jon Brodkin,https://arstechnica.com/?p=1294187,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=22, tm_min=30, tm_sec=28, tm_wday=0, tm_yday=106, tm_isdst=0)"
298,"Russian hackers mass-exploit routers in homes, govs, and infrastructure",MITTechReview,Technologie,Dan Goodin,https://arstechnica.com/?p=1294151,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=20, tm_min=38, tm_sec=23, tm_wday=0, tm_yday=106, tm_isdst=0)"
299,Not too fond of Facebook: A dating app removes its linked-profile requirement,MITTechReview,Technologie,Sam Machkovech,https://arstechnica.com/?p=1294087,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=19, tm_min=26, tm_sec=50, tm_wday=0, tm_yday=106, tm_isdst=0)"
300,Sophisticated APT surveillance malware comes to Google Play,MITTechReview,Technologie,Dan Goodin,https://arstechnica.com/?p=1293967,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=16, tm_hour=16, tm_min=14, tm_sec=32, tm_wday=0, tm_yday=106, tm_isdst=0)"
301,"Privacy is not for sale, Telegram founder says after being banned in Russia",MITTechReview,Technologie,Dan Goodin,https://arstechnica.com/?p=1293303,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=13, tm_hour=19, tm_min=30, tm_sec=21, tm_wday=4, tm_yday=103, tm_isdst=0)"
302,FTC tightens reins around Uber following 2016 breach,MITTechReview,Technologie,Dan Goodin,https://arstechnica.com/?p=1292503,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=12, tm_hour=19, tm_min=14, tm_sec=19, tm_wday=3, tm_yday=102, tm_isdst=0)"
303,AT&Ts 5G trials produce gigabit speeds and 9ms latency,MITTechReview,Technologie,Jon Brodkin,https://arstechnica.com/?p=1291803,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=11, tm_hour=17, tm_min=55, tm_sec=45, tm_wday=2, tm_yday=101, tm_isdst=0)"
304,Australian Energy Market Operator likes its new Tesla battery quite a bit,MITTechReview,Technologie,Megan Geuss,https://arstechnica.com/?p=1290499,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=11, tm_hour=16, tm_min=45, tm_sec=33, tm_wday=2, tm_yday=101, tm_isdst=0)"
305,Thousands of hacked websites are infecting visitors with malware,MITTechReview,Technologie,Dan Goodin,https://arstechnica.com/?p=1291535,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=11, tm_hour=11, tm_min=15, tm_sec=58, tm_wday=2, tm_yday=101, tm_isdst=0)"
306,"The Internet has serious health problems, Mozilla Foundation report finds",MITTechReview,Technologie,Sean Gallagher,https://arstechnica.com/?p=1291443,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=10, tm_hour=21, tm_min=20, tm_sec=46, tm_wday=1, tm_yday=100, tm_isdst=0)"
307,"Banning Chinese network gear is a really bad idea, small ISPs tell FCC",MITTechReview,Technologie,Jon Brodkin,https://arstechnica.com/?p=1291085,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=10, tm_hour=17, tm_min=10, tm_sec=53, tm_wday=1, tm_yday=100, tm_isdst=0)"
308,"Whatever you do, dont give this programmable payment card to your waiter",MITTechReview,Technologie,Dan Goodin,https://arstechnica.com/?p=1290811,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=10, tm_hour=11, tm_min=15, tm_sec=35, tm_wday=1, tm_yday=100, tm_isdst=0)"
309,How to keep your ISPs nose out of your browser history with encrypted DNS,MITTechReview,Technologie,Sean Gallagher,https://arstechnica.com/?p=1289211,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=8, tm_hour=16, tm_min=0, tm_sec=20, tm_wday=6, tm_yday=98, tm_isdst=0)"
310,Amazon customers take to social media after mysterious account closures [Updated],MITTechReview,Technologie,Valentina Palladino,https://arstechnica.com/?p=1289129,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=6, tm_hour=14, tm_min=35, tm_sec=13, tm_wday=4, tm_yday=96, tm_isdst=0)"
311,Open sesame: Industrial network gear hackable with the right username,MITTechReview,Technologie,Sean Gallagher,https://arstechnica.com/?p=1288833,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=5, tm_hour=21, tm_min=49, tm_sec=23, tm_wday=3, tm_yday=95, tm_isdst=0)"
312,"Online gaming could be stalled by net neutrality repeal, ESA tells court",MITTechReview,Technologie,Jon Brodkin,https://arstechnica.com/?p=1288657,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=5, tm_hour=17, tm_min=10, tm_sec=1, tm_wday=3, tm_yday=95, tm_isdst=0)"
313,Hacking your brain(scan): security bugs in EEG software open hospitals to attack,MITTechReview,Technologie,Sean Gallagher,https://arstechnica.com/?p=1288171,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=4, tm_hour=18, tm_min=25, tm_sec=59, tm_wday=2, tm_yday=94, tm_isdst=0)"
314,"It sounds like this year's 'Call of Duty' is getting some major changes, including a 'Fortnite'-inspired 'Battle Royale' mode  here's what we know so far",BuisnessInsiderTech,Technologie,Ben Gilbert,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/OWbv4D8h5xI/call-of-duty-black-ops-4-rumors-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=38, tm_sec=54, tm_wday=2, tm_yday=108, tm_isdst=0)"
315,A $22 billion investment firm led one of the largest ever funding rounds for a cannabis tech company  here's why it's a big deal for the industry,BuisnessInsiderTech,Technologie,Jeremy Berke,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/WfnuJFE8hko/green-bits-cannabis-tech-tiger-global-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
316,Russia puts Facebook on alert after ruthlessly banning Telegram (FB),BuisnessInsiderTech,Technologie,Jake Kanter,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/IiqGZQloGSs/russia-might-ban-facebook-after-telegram-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=55, tm_sec=4, tm_wday=2, tm_yday=108, tm_isdst=0)"
317,Bill Gates: Facebook has had its 'mea culpa' moment  now it must 'help the world figure out' data privacy (FB),BuisnessInsiderTech,Technologie,Jake Kanter,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/3NlXuNgfzlA/bill-gates-facebook-must-lead-world-on-data-privacy-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=53, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
318,10 things in tech you need to know today (FB),BuisnessInsiderTech,Technologie,Shona Ghosh,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/PJr2uvLtXc4/10-things-in-tech-you-need-to-know-today-april-18-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=10, tm_min=58, tm_sec=20, tm_wday=2, tm_yday=108, tm_isdst=0)"
319,Facebook will soon ask if you really do want to share whether you're gay or straight online (FB),BuisnessInsiderTech,Technologie,Shona Ghosh,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/Qi49Jv03VCc/facebook-has-started-to-comply-with-eu-privacy-regulations-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=10, tm_min=14, tm_sec=15, tm_wday=2, tm_yday=108, tm_isdst=0)"
320,The undercover author who discovered Amazon warehouse workers were peeing in bottles tells us the culture was like a prison (AMZN),BuisnessInsiderTech,Technologie,Shona Ghosh,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/hWkmea6teNA/amazon-warehouse-like-prison-where-workers-used-pee-bottle-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=8, tm_min=58, tm_sec=25, tm_wday=2, tm_yday=108, tm_isdst=0)"
321,Apple pulls app used by teenagers to hide photos behind a calculator amid police investigation,BuisnessInsiderTech,Technologie,Jake Kanter,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/_5VgUUHDk-A/apple-pulls-private-photos-calculator-from-app-store-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=7, tm_min=23, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
322,Southwest says it's 'devastated' after major engine failure leads to a fatality (LUV),BuisnessInsiderTech,Technologie,Mark Matousek,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/k7zt9TRWALk/southwest-responds-to-fatal-flight-engine-failure-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=21, tm_min=58, tm_sec=17, tm_wday=1, tm_yday=107, tm_isdst=0)"
323,San Francisco just voted to regulate the glut of shared electric scooters that startups are putting all over the citys streets,BuisnessInsiderTech,Technologie,Rachel Sandler,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/UvqYvVkY24I/san-francisco-to-regulate-electric-scooter-startups-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=21, tm_min=47, tm_sec=40, tm_wday=1, tm_yday=107, tm_isdst=0)"
324,Salesforce has spent $6 million on pay raises for women  and fired an executive (CRM),BuisnessInsiderTech,Technologie,Julie Bort,http://feedproxy.google.com/~r/typepad/alleyinsider/silicon_alley_insider/~3/n6XVq60LeGQ/salesforce-6-million-dollars-women-pay-raises-fired-executive-me-too-2018-4,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=21, tm_min=36, tm_sec=8, tm_wday=1, tm_yday=107, tm_isdst=0)"
325,"WhatsApp scam uses shocking new ploy to TRICK YOU, heres how to avoid it",DailyExpressTech,Technologie,None,http://feedproxy.google.com/~r/daily-express-tech/~3/CwXqdrur8kY/WhatsApp-Scam-Hoax-Message-UK,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=8, tm_min=57, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
326,"Gmail unveils new Confidential Mode, and it could completely change how you use email",DailyExpressTech,Technologie,None,http://feedproxy.google.com/~r/daily-express-tech/~3/fdeTD8z5Yqk/Gmail-Account-Mail-Confidential-Mode-Redesign,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=7, tm_min=41, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
327,"Bumper Sky TV DEAL promises HALF PRICE bills, heres how it works",DailyExpressTech,Technologie,None,http://feedproxy.google.com/~r/daily-express-tech/~3/bgKuUu1Bk4Q/Sky-NOW-TV-Deal-Half-Price-Discount,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=21, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
328,Nokia 7 Plus price and full UK release date REVEALED,DailyExpressTech,Technologie,None,http://feedproxy.google.com/~r/daily-express-tech/~3/Opo-WmmDYvk/Nokia-7-Plus-UK-price-release-date,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=9, tm_min=50, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
329,Your Google Chrome browser is changing TODAY and here's what's new,DailyExpressTech,Technologie,None,http://feedproxy.google.com/~r/daily-express-tech/~3/xIfjwyAchbU/Google-Chrome-browser-66-update-autoplay-video,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=6, tm_min=55, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
330,OnePlus 5T owners can already use THIS Android 9.0 P feature,DailyExpressTech,Technologie,None,http://feedproxy.google.com/~r/daily-express-tech/~3/j0CxxyG2FXQ/OnePlus-5T-OxygenOS-Android-P-9-0-Release-Date,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=9, tm_min=58, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
331,Windows 10: Microsoft reveals some of the all-new features headed to your computer in 2018,DailyExpressTech,Technologie,None,http://feedproxy.google.com/~r/daily-express-tech/~3/1UyzfmUA6qM/Windows-10-Redstone-5-Beta,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=7, tm_min=37, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
332,OnePlus 6 could include a feature that's MISSING from ALL previous OnePlus phones,DailyExpressTech,Technologie,None,http://feedproxy.google.com/~r/daily-express-tech/~3/WflNc61ltTs/OnePlus-6-Release-Date-Water-Resistant,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=7, tm_min=25, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
333,Shark attacks force World Surf League to cancel major competition in Australia,FoxNews,News,Ryan Gaydos,http://feeds.foxnews.com/~r/foxnews/scitech/~3/lVaZLNbIO_E/shark-attacks-force-world-surf-league-to-cancel-major-competition-in-australia.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=11, tm_min=45, tm_sec=0, tm_wday=2, tm_yday=108, tm_isdst=0)"
334,What the heck are these 520-million-year-old blobs? Experts can't agree.,FoxNews,News,Laura Geggel Senior Writer,http://feeds.foxnews.com/~r/foxnews/scitech/~3/AyYuNfddGmY/what-heck-are-these-520-million-year-old-blobs-experts-cant-agree.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=20, tm_min=15, tm_sec=0, tm_wday=1, tm_yday=107, tm_isdst=0)"
335,California photographer captures pod of killer whales on camera: I was in utter amazement,FoxNews,News,Madeline Farber,http://feeds.foxnews.com/~r/foxnews/scitech/~3/G4cVSY2dtnM/california-photographer-captures-pod-killer-whales-on-camera-was-in-utter-amazement.html,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=17, tm_hour=18, tm_min=12, tm_sec=0, tm_wday=1, tm_yday=107, tm_isdst=0)"
